Soil_color,Nitrogen,Phosphorus,Potassium,pH,Temperature,Crop,Fertilizer
0,80,50,105,6.5,25,11,13
0,85,50,105,6.5,25,11,13
0,90,50,105,6.5,25,11,13
0,95,50,105,6.5,25,11,13
0,100,50,105,6.5,25,11,13
0,75,55,110,7.0,30,11,13
0,80,55,110,7.0,30,11,13
0,85,55,110,7.0,30,11,13
0,90,55,110,7.0,30,11,13
0,95,55,110,7.0,30,11,13
0,100,55,110,7.0,30,11,13
0,75,60,115,7.5,35,11,13
0,80,60,115,7.5,35,11,13
0,85,60,115,7.5,35,11,13
0,90,60,115,7.5,35,11,13
0,95,60,115,7.5,35,11,13
0,100,60,115,7.5,35,11,13
0,20,25,25,6.5,25,5,1
0,25,25,25,6.5,25,5,1
0,30,25,25,6.5,25,5,1
0,35,25,25,6.5,25,5,1
0,40,25,25,6.5,25,5,1
0,20,30,30,7.0,30,5,1
0,25,30,30,7.0,30,5,1
0,30,30,30,7.0,30,5,1
0,35,30,30,7.0,30,5,1
0,40,30,30,7.0,30,5,1
0,20,35,35,7.5,25,5,1
0,25,35,35,7.5,25,5,1
0,30,35,35,7.5,25,5,1
0,35,35,35,7.5,25,5,1
0,40,35,35,7.5,25,5,1
0,20,25,40,6.5,30,5,1
0,25,25,40,6.5,30,5,1
0,30,25,40,6.5,30,5,1
0,35,25,40,6.5,30,5,1
0,40,25,40,6.5,30,5,1
0,20,30,25,7.0,25,5,17
0,25,30,25,7.0,25,5,17
0,30,30,25,7.0,25,5,17
0,35,30,25,7.0,25,5,17
0,40,30,25,7.0,25,5,17
0,20,35,30,7.5,30,5,17
0,25,35,30,7.5,30,5,17
0,30,35,30,7.5,30,5,17
0,35,35,30,7.5,30,5,17
0,40,35,30,7.5,30,5,17
0,20,25,35,6.5,25,5,17
0,25,25,35,6.5,25,5,17
0,30,25,35,6.5,25,5,17
0,35,25,35,6.5,25,5,17
0,40,25,35,6.5,25,5,17
0,20,30,40,7.0,30,5,17
0,25,30,40,7.0,30,5,17
0,30,30,40,7.0,30,5,17
0,35,30,40,7.0,30,5,17
0,40,30,40,7.0,30,5,17
0,20,35,25,7.5,25,5,15
0,25,35,25,7.5,25,5,15
0,30,35,25,7.5,25,5,15
0,35,35,25,7.5,25,5,15
0,40,35,25,7.5,25,5,15
0,20,25,30,6.5,30,5,15
0,25,25,30,6.5,30,5,15
0,30,25,30,6.5,30,5,15
0,35,25,30,6.5,30,5,15
0,40,25,30,6.5,30,5,15
0,20,30,35,7.0,25,5,15
0,25,30,35,7.0,25,5,15
0,30,30,35,7.0,25,5,15
0,35,30,35,7.0,25,5,15
0,40,30,35,7.0,25,5,15
0,20,35,40,7.5,30,5,15
0,25,35,40,7.5,30,5,15
0,30,35,40,7.5,30,5,15
0,35,35,40,7.5,30,5,15
0,40,35,40,7.5,30,5,15
0,40,20,20,6.0,25,5,1
0,45,20,20,6.0,25,5,1
0,50,20,20,6.0,25,5,1
0,40,25,25,6.5,30,5,1
0,45,25,25,6.5,30,5,1
0,50,25,25,6.5,30,5,1
0,40,20,25,7.0,25,5,1
0,45,20,25,7.0,25,5,1
0,50,20,25,7.0,25,5,1
0,40,25,20,7.5,30,5,1
0,45,25,20,7.5,30,5,1
0,50,25,20,7.5,30,5,1
4,100,40,50,6.0,25,0,10
4,105,40,50,6.0,25,0,10
4,110,40,50,6.0,25,0,10
4,115,40,50,6.0,25,0,10
4,120,40,50,6.0,25,0,10
4,125,40,50,6.0,25,0,10
4,130,40,50,6.0,25,0,10
4,135,40,50,6.0,25,0,10
4,140,40,50,6.0,25,0,10
4,145,40,50,6.0,25,0,10
4,150,40,50,6.0,25,0,10
4,100,45,55,6.5,30,0,10
4,105,45,55,6.5,30,0,10
4,110,45,55,6.5,30,0,10
4,115,45,55,6.5,30,0,10
4,120,45,55,6.5,30,0,10
4,125,45,55,6.5,30,0,10
4,130,45,55,6.5,30,0,10
4,135,45,55,6.5,30,0,10
4,140,45,55,6.5,30,0,10
4,145,45,55,6.5,30,0,10
4,150,45,55,6.5,30,0,10
4,100,50,60,7.0,35,0,10
4,105,50,60,7.0,35,0,10
4,110,50,60,7.0,35,0,10
4,115,50,60,7.0,35,0,10
4,120,50,60,7.0,35,0,10
4,125,50,60,7.0,35,0,10
4,130,50,60,7.0,35,0,10
4,135,50,60,7.0,35,0,10
4,140,50,60,7.0,35,0,10
4,145,50,60,7.0,35,0,10
4,150,50,60,7.0,35,0,10
4,100,55,65,7.5,25,0,10
4,105,55,65,7.5,25,0,10
4,110,55,65,7.5,25,0,10
4,115,55,65,7.5,25,0,10
4,120,55,65,7.5,25,0,10
4,125,55,65,7.5,25,0,10
4,130,55,65,7.5,25,0,10
4,135,55,65,7.5,25,0,10
4,140,55,65,7.5,25,0,10
4,145,55,65,7.5,25,0,10
4,150,55,65,7.5,25,0,10
4,100,60,70,6.0,30,0,10
4,105,60,70,6.0,30,0,10
4,110,60,70,6.0,30,0,10
4,115,60,70,6.0,30,0,10
4,120,60,70,6.0,30,0,10
4,125,60,70,6.0,30,0,10
4,130,60,70,6.0,30,0,10
4,135,60,70,6.0,30,0,10
4,140,60,70,6.0,30,0,10
4,145,60,70,6.0,30,0,10
4,150,60,70,6.0,30,0,10
4,100,40,75,6.5,35,0,10
4,105,40,75,6.5,35,0,10
4,110,40,75,6.5,35,0,10
4,115,40,75,6.5,35,0,10
4,120,40,75,6.5,35,0,10
4,125,40,75,6.5,35,0,10
4,130,40,75,6.5,35,0,10
4,135,40,75,6.5,35,0,10
4,140,40,75,6.5,35,0,10
4,145,40,75,6.5,35,0,10
4,150,40,75,6.5,35,0,10
4,100,45,50,6.0,25,0,14
4,105,45,50,6.0,25,0,14
4,110,45,50,6.0,25,0,14
4,115,45,50,6.0,25,0,14
4,120,45,50,6.0,25,0,14
4,125,45,50,6.0,25,0,14
4,130,45,50,6.0,25,0,14
4,135,45,50,6.0,25,0,14
4,140,45,50,6.0,25,0,14
4,145,45,50,6.0,25,0,14
4,150,45,50,6.0,25,0,14
4,100,50,55,6.5,30,0,14
4,105,50,55,6.5,30,0,14
4,110,50,55,6.5,30,0,14
4,115,50,55,6.5,30,0,14
4,120,50,55,6.5,30,0,14
4,125,50,55,6.5,30,0,14
4,130,50,55,6.5,30,0,14
4,135,50,55,6.5,30,0,14
4,140,50,55,6.5,30,0,14
4,145,50,55,6.5,30,0,14
4,150,50,55,6.5,30,0,14
4,100,55,60,7.0,35,0,14
4,105,55,60,7.0,35,0,14
4,110,55,60,7.0,35,0,14
4,115,55,60,7.0,35,0,14
4,120,55,60,7.0,35,0,14
4,125,55,60,7.0,35,0,14
4,130,55,60,7.0,35,0,14
4,135,55,60,7.0,35,0,14
4,140,55,60,7.0,35,0,14
4,145,55,60,7.0,35,0,14
4,150,55,60,7.0,35,0,14
4,100,60,65,7.5,25,0,14
4,105,60,65,7.5,25,0,14
4,110,60,65,7.5,25,0,14
4,115,60,65,7.5,25,0,14
4,120,60,65,7.5,25,0,14
4,125,60,65,7.5,25,0,14
4,130,60,65,7.5,25,0,14
4,135,60,65,7.5,25,0,14
4,140,60,65,7.5,25,0,14
4,145,60,65,7.5,25,0,14
4,150,60,65,7.5,25,0,14
4,100,40,70,6.0,30,0,14
4,105,40,70,6.0,30,0,14
4,110,40,70,6.0,30,0,14
4,115,40,70,6.0,30,0,14
4,120,40,70,6.0,30,0,14
4,125,40,70,6.0,30,0,14
4,130,40,70,6.0,30,0,14
4,135,40,70,6.0,30,0,14
4,140,40,70,6.0,30,0,14
4,145,40,70,6.0,30,0,14
4,150,40,70,6.0,30,0,14
4,100,45,75,6.5,35,0,14
4,105,45,75,6.5,35,0,14
4,110,45,75,6.5,35,0,14
4,115,45,75,6.5,35,0,14
4,120,45,75,6.5,35,0,14
4,125,45,75,6.5,35,0,14
4,130,45,75,6.5,35,0,14
4,135,45,75,6.5,35,0,14
4,140,45,75,6.5,35,0,14
4,145,45,75,6.5,35,0,14
4,150,45,75,6.5,35,0,14
4,100,50,50,7.0,25,0,3
4,105,50,50,7.0,25,0,3
4,110,50,50,7.0,25,0,3
4,115,50,50,7.0,25,0,3
4,120,50,50,7.0,25,0,3
4,125,50,50,7.0,25,0,3
4,130,50,50,7.0,25,0,3
4,135,50,50,7.0,25,0,3
4,140,50,50,7.0,25,0,3
4,145,50,50,7.0,25,0,3
4,150,50,50,7.0,25,0,3
4,100,55,55,7.5,30,0,3
4,105,55,55,7.5,30,0,3
4,110,55,55,7.5,30,0,3
4,115,55,55,7.5,30,0,3
4,120,55,55,7.5,30,0,3
4,125,55,55,7.5,30,0,3
4,130,55,55,7.5,30,0,3
4,135,55,55,7.5,30,0,3
4,140,55,55,7.5,30,0,3
4,145,55,55,7.5,30,0,3
4,150,55,55,7.5,30,0,3
4,100,60,60,6.0,35,0,3
4,105,60,60,6.0,35,0,3
4,110,60,60,6.0,35,0,3
4,115,60,60,6.0,35,0,3
4,120,60,60,6.0,35,0,3
4,125,60,60,6.0,35,0,3
4,130,60,60,6.0,35,0,3
4,135,60,60,6.0,35,0,3
4,140,60,60,6.0,35,0,3
4,145,60,60,6.0,35,0,3
4,150,60,60,6.0,35,0,3
4,100,40,65,6.5,25,0,3
4,105,40,65,6.5,25,0,3
4,110,40,65,6.5,25,0,3
4,115,40,65,6.5,25,0,3
4,120,40,65,6.5,25,0,3
4,125,40,65,6.5,25,0,3
4,130,40,65,6.5,25,0,3
4,135,40,65,6.5,25,0,3
4,140,40,65,6.5,25,0,3
4,145,40,65,6.5,25,0,3
4,150,40,65,6.5,25,0,3
4,100,45,70,7.0,30,0,3
4,105,45,70,7.0,30,0,3
4,110,45,70,7.0,30,0,3
4,115,45,70,7.0,30,0,3
4,120,45,70,7.0,30,0,3
4,125,45,70,7.0,30,0,3
4,130,45,70,7.0,30,0,3
4,135,45,70,7.0,30,0,3
4,140,45,70,7.0,30,0,3
4,145,45,70,7.0,30,0,3
4,150,45,70,7.0,30,0,3
4,100,50,75,7.5,35,0,3
4,105,50,75,7.5,35,0,3
4,110,50,75,7.5,35,0,3
4,115,50,75,7.5,35,0,3
4,120,50,75,7.5,35,0,3
4,125,50,75,7.5,35,0,3
4,130,50,75,7.5,35,0,3
4,135,50,75,7.5,35,0,3
4,140,50,75,7.5,35,0,3
4,145,50,75,7.5,35,0,3
4,150,50,75,7.5,35,0,3
4,100,55,50,6.0,25,0,10
4,105,55,50,6.0,25,0,10
4,110,55,50,6.0,25,0,10
4,115,55,50,6.0,25,0,10
4,120,55,50,6.0,25,0,10
4,125,55,50,6.0,25,0,10
4,130,55,50,6.0,25,0,10
4,135,55,50,6.0,25,0,10
4,140,55,50,6.0,25,0,10
4,145,55,50,6.0,25,0,10
4,150,55,50,6.0,25,0,10
4,100,60,55,6.5,30,0,10
4,105,60,55,6.5,30,0,10
4,110,60,55,6.5,30,0,10
4,115,60,55,6.5,30,0,10
4,120,60,55,6.5,30,0,10
4,125,60,55,6.5,30,0,10
4,130,60,55,6.5,30,0,10
4,135,60,55,6.5,30,0,10
4,140,60,55,6.5,30,0,10
4,145,60,55,6.5,30,0,10
4,150,60,55,6.5,30,0,10
4,100,40,60,7.0,35,0,10
4,105,40,60,7.0,35,0,10
4,110,40,60,7.0,35,0,10
4,115,40,60,7.0,35,0,10
4,120,40,60,7.0,35,0,10
4,125,40,60,7.0,35,0,10
4,130,40,60,7.0,35,0,10
4,135,40,60,7.0,35,0,10
4,140,40,60,7.0,35,0,10
4,145,40,60,7.0,35,0,10
4,150,40,60,7.0,35,0,10
4,100,45,65,7.5,25,0,10
4,105,45,65,7.5,25,0,10
4,110,45,65,7.5,25,0,10
4,115,45,65,7.5,25,0,10
4,120,45,65,7.5,25,0,10
4,125,45,65,7.5,25,0,10
4,130,45,65,7.5,25,0,10
4,135,45,65,7.5,25,0,10
4,140,45,65,7.5,25,0,10
4,145,45,65,7.5,25,0,10
4,150,45,65,7.5,25,0,10
4,100,50,70,6.0,30,0,10
4,105,50,70,6.0,30,0,10
4,110,50,70,6.0,30,0,10
4,115,50,70,6.0,30,0,10
4,120,50,70,6.0,30,0,10
4,125,50,70,6.0,30,0,10
4,130,50,70,6.0,30,0,10
4,135,50,70,6.0,30,0,10
4,140,50,70,6.0,30,0,10
4,145,50,70,6.0,30,0,10
4,150,50,70,6.0,30,0,10
4,100,55,75,6.5,35,0,10
4,105,55,75,6.5,35,0,10
4,110,55,75,6.5,35,0,10
4,115,55,75,6.5,35,0,10
4,120,55,75,6.5,35,0,10
4,125,55,75,6.5,35,0,10
4,130,55,75,6.5,35,0,10
4,135,55,75,6.5,35,0,10
4,140,55,75,6.5,35,0,10
4,145,55,75,6.5,35,0,10
4,150,55,75,6.5,35,0,10
4,100,60,50,7.0,25,0,14
4,105,60,50,7.0,25,0,14
4,110,60,50,7.0,25,0,14
4,115,60,50,7.0,25,0,14
4,120,60,50,7.0,25,0,14
4,125,60,50,7.0,25,0,14
4,130,60,50,7.0,25,0,14
4,135,60,50,7.0,25,0,14
4,140,60,50,7.0,25,0,14
4,145,60,50,7.0,25,0,14
4,150,60,50,7.0,25,0,14
4,100,40,55,7.5,30,0,14
4,105,40,55,7.5,30,0,14
4,110,40,55,7.5,30,0,14
4,115,40,55,7.5,30,0,14
4,120,40,55,7.5,30,0,14
4,125,40,55,7.5,30,0,14
4,130,40,55,7.5,30,0,14
4,135,40,55,7.5,30,0,14
4,140,40,55,7.5,30,0,14
4,145,40,55,7.5,30,0,14
4,150,40,55,7.5,30,0,14
4,100,45,60,6.0,35,0,14
4,105,45,60,6.0,35,0,14
4,110,45,60,6.0,35,0,14
4,115,45,60,6.0,35,0,14
4,120,45,60,6.0,35,0,14
4,125,45,60,6.0,35,0,14
4,130,45,60,6.0,35,0,14
4,135,45,60,6.0,35,0,14
4,140,45,60,6.0,35,0,14
4,145,45,60,6.0,35,0,14
4,150,45,60,6.0,35,0,14
4,100,50,65,6.5,25,0,14
4,105,50,65,6.5,25,0,14
4,110,50,65,6.5,25,0,14
4,115,50,65,6.5,25,0,14
4,120,50,65,6.5,25,0,14
4,125,50,65,6.5,25,0,14
4,130,50,65,6.5,25,0,14
4,135,50,65,6.5,25,0,14
4,140,50,65,6.5,25,0,14
4,145,50,65,6.5,25,0,14
4,150,50,65,6.5,25,0,14
4,100,55,70,7.0,30,0,14
4,105,55,70,7.0,30,0,14
4,110,55,70,7.0,30,0,14
4,115,55,70,7.0,30,0,14
4,120,55,70,7.0,30,0,14
4,125,55,70,7.0,30,0,14
4,130,55,70,7.0,30,0,14
4,135,55,70,7.0,30,0,14
4,140,55,70,7.0,30,0,14
4,145,55,70,7.0,30,0,14
4,150,55,70,7.0,30,0,14
4,100,60,75,7.5,35,0,14
4,105,60,75,7.5,35,0,14
4,110,60,75,7.5,35,0,14
4,115,60,75,7.5,35,0,14
4,120,60,75,7.5,35,0,14
4,125,60,75,7.5,35,0,14
4,130,60,75,7.5,35,0,14
4,135,60,75,7.5,35,0,14
4,140,60,75,7.5,35,0,14
4,145,60,75,7.5,35,0,14
4,150,60,75,7.5,35,0,14
4,100,60,40,6.0,25,0,2
4,105,60,40,6.0,25,0,2
4,110,60,40,6.0,25,0,2
4,115,60,40,6.0,25,0,2
4,120,60,40,6.0,25,0,2
4,100,65,45,6.5,30,0,2
4,105,65,45,6.5,30,0,2
4,110,65,45,6.5,30,0,2
4,115,65,45,6.5,30,0,2
4,120,65,45,6.5,30,0,2
4,100,70,50,7.0,35,0,2
4,105,70,50,7.0,35,0,2
4,110,70,50,7.0,35,0,2
4,115,70,50,7.0,35,0,2
4,120,70,50,7.0,35,0,2
4,100,75,55,7.5,25,0,2
4,105,75,55,7.5,25,0,2
4,110,75,55,7.5,25,0,2
4,115,75,55,7.5,25,0,2
4,120,75,55,7.5,25,0,2
4,100,80,60,6.0,30,0,2
4,105,80,60,6.0,30,0,2
4,110,80,60,6.0,30,0,2
4,115,80,60,6.0,30,0,2
4,120,80,60,6.0,30,0,2
4,100,60,65,6.5,35,0,2
4,105,60,65,6.5,35,0,2
4,110,60,65,6.5,35,0,2
4,115,60,65,6.5,35,0,2
4,120,60,65,6.5,35,0,2
4,100,65,40,7.0,25,0,2
4,105,65,40,7.0,25,0,2
4,110,65,40,7.0,25,0,2
4,115,65,40,7.0,25,0,2
4,120,65,40,7.0,25,0,2
4,100,70,45,7.5,30,0,2
4,105,70,45,7.5,30,0,2
4,110,70,45,7.5,30,0,2
4,115,70,45,7.5,30,0,2
4,120,70,45,7.5,30,0,2
4,100,75,50,6.0,35,0,2
4,105,75,50,6.0,35,0,2
4,110,75,50,6.0,35,0,2
4,115,75,50,6.0,35,0,2
4,120,75,50,6.0,35,0,2
4,100,80,55,6.5,25,0,2
4,105,80,55,6.5,25,0,2
4,110,80,55,6.5,25,0,2
4,115,80,55,6.5,25,0,2
4,120,80,55,6.5,25,0,2
4,100,60,60,7.0,30,0,2
4,105,60,60,7.0,30,0,2
4,110,60,60,7.0,30,0,2
4,115,60,60,7.0,30,0,2
4,120,60,60,7.0,30,0,2
4,100,65,65,7.5,35,0,2
4,105,65,65,7.5,35,0,2
4,110,65,65,7.5,35,0,2
4,115,65,65,7.5,35,0,2
4,120,65,65,7.5,35,0,2
4,100,70,40,6.0,25,0,2
4,105,70,40,6.0,25,0,2
4,110,70,40,6.0,25,0,2
4,115,70,40,6.0,25,0,2
4,120,70,40,6.0,25,0,2
4,100,75,45,6.5,30,0,2
4,105,75,45,6.5,30,0,10
4,110,75,45,6.5,30,0,10
4,115,75,45,6.5,30,0,10
4,120,75,45,6.5,30,0,10
4,100,80,50,7.0,35,0,10
4,105,80,50,7.0,35,0,10
4,110,80,50,7.0,35,0,10
4,115,80,50,7.0,35,0,10
4,120,80,50,7.0,35,0,10
4,100,60,55,7.5,25,0,10
4,105,60,55,7.5,25,0,10
4,110,60,55,7.5,25,0,10
4,115,60,55,7.5,25,0,10
4,120,60,55,7.5,25,0,10
4,100,65,60,6.0,30,0,10
4,105,65,60,6.0,30,0,10
4,110,65,60,6.0,30,0,10
4,115,65,60,6.0,30,0,10
4,120,65,60,6.0,30,0,10
4,100,70,65,6.5,35,0,10
4,105,70,65,6.5,35,0,10
4,110,70,65,6.5,35,0,10
4,115,70,65,6.5,35,0,10
4,120,70,65,6.5,35,0,10
4,100,75,40,7.0,25,0,10
4,105,75,40,7.0,25,0,10
4,110,75,40,7.0,25,0,10
4,115,75,40,7.0,25,0,10
4,120,75,40,7.0,25,0,10
4,100,80,45,7.5,30,0,10
4,105,80,45,7.5,30,0,10
4,110,80,45,7.5,30,0,10
4,115,80,45,7.5,30,0,10
4,120,80,45,7.5,30,0,10
4,100,60,50,6.0,35,0,10
4,105,60,50,6.0,35,0,10
4,110,60,50,6.0,35,0,10
4,115,60,50,6.0,35,0,10
4,120,60,50,6.0,35,0,10
4,100,65,55,6.5,25,0,10
4,105,65,55,6.5,25,0,10
4,110,65,55,6.5,25,0,10
4,115,65,55,6.5,25,0,10
4,120,65,55,6.5,25,0,10
4,100,70,60,7.0,30,0,10
4,105,70,60,7.0,30,0,10
4,110,70,60,7.0,30,0,10
4,115,70,60,7.0,30,0,10
4,120,70,60,7.0,30,0,10
4,100,75,65,7.5,35,0,10
4,105,75,65,7.5,35,0,10
4,110,75,65,7.5,35,0,10
4,115,75,65,7.5,35,0,10
4,120,75,65,7.5,35,0,10
4,100,80,40,6.0,25,0,10
4,105,80,40,6.0,25,0,10
4,110,80,40,6.0,25,0,10
4,115,80,40,6.0,25,0,10
4,120,80,40,6.0,25,0,10
4,100,60,45,6.5,30,0,10
4,105,60,45,6.5,30,0,10
4,110,60,45,6.5,30,0,10
4,115,60,45,6.5,30,0,10
4,120,60,45,6.5,30,0,10
4,100,65,50,7.0,35,0,10
4,105,65,50,7.0,35,0,10
4,110,65,50,7.0,35,0,14
4,115,65,50,7.0,35,0,14
4,120,65,50,7.0,35,0,14
4,100,70,55,7.5,25,0,14
4,105,70,55,7.5,25,0,14
4,110,70,55,7.5,25,0,14
4,115,70,55,7.5,25,0,14
4,120,70,55,7.5,25,0,14
4,100,75,60,6.0,30,0,14
4,105,75,60,6.0,30,0,14
4,110,75,60,6.0,30,0,14
4,115,75,60,6.0,30,0,14
4,120,75,60,6.0,30,0,14
4,100,80,65,6.5,35,0,14
4,105,80,65,6.5,35,0,14
4,110,80,65,6.5,35,0,14
4,115,80,65,6.5,35,0,14
4,120,80,65,6.5,35,0,14
3,20,15,20,5.5,25,9,17
3,25,15,20,5.5,25,9,17
3,30,15,20,5.5,25,9,17
3,20,20,25,6.0,30,9,17
3,25,20,25,6.0,30,9,17
3,30,20,25,6.0,30,9,17
3,20,15,25,6.5,25,9,17
3,25,15,25,6.5,25,9,17
3,30,15,25,6.5,25,9,17
3,20,20,20,5.5,30,9,17
3,25,20,20,5.5,30,9,17
3,30,20,20,5.5,30,9,17
3,25,20,30,6.0,25,9,17
3,30,20,30,6.0,25,9,17
3,35,20,30,6.0,25,9,17
3,25,25,35,6.5,30,9,17
3,30,25,35,6.5,30,9,17
3,35,25,35,6.5,30,9,17
3,25,30,40,5.5,25,9,17
3,30,30,40,5.5,25,9,17
3,35,30,40,5.5,25,9,7
3,25,20,35,6.0,30,9,7
3,30,20,35,6.0,30,9,7
3,35,20,35,6.0,30,9,7
3,25,25,40,6.5,25,9,7
3,30,25,40,6.5,25,9,7
3,35,25,40,6.5,25,9,7
3,25,30,30,5.5,30,9,7
3,30,30,30,5.5,30,9,7
3,35,30,30,5.5,30,9,7
3,25,20,40,6.0,25,9,7
3,30,20,40,6.0,25,9,7
3,35,20,40,6.0,25,9,7
3,25,25,30,6.5,30,9,7
3,30,25,30,6.5,30,9,7
3,35,25,30,6.5,30,9,7
3,25,30,35,5.5,25,9,7
3,30,30,35,5.5,25,9,7
3,35,30,35,5.5,25,9,7
1,100,60,40,6.0,15,15,5
1,105,60,40,6.0,15,15,5
1,110,60,40,6.0,15,15,5
1,115,60,40,6.0,15,15,5
1,120,60,40,6.0,15,15,5
1,100,65,45,6.5,20,15,5
1,105,65,45,6.5,20,15,5
1,110,65,45,6.5,20,15,5
1,115,65,45,6.5,20,15,5
1,120,65,45,6.5,20,15,5
1,100,70,50,7.0,25,15,5
1,105,70,50,7.0,25,15,5
1,110,70,50,7.0,25,15,5
1,115,70,50,7.0,25,15,5
1,120,70,50,7.0,25,15,5
1,100,75,55,7.5,15,15,5
1,105,75,55,7.5,15,15,5
1,110,75,55,7.5,15,15,5
1,115,75,55,7.5,15,15,5
1,120,75,55,7.5,15,15,5
1,100,80,60,6.0,20,15,5
1,105,80,60,6.0,20,15,5
1,110,80,60,6.0,20,15,5
1,115,80,60,6.0,20,15,5
1,120,80,60,6.0,20,15,5
1,100,60,45,6.5,25,15,17
1,105,60,45,6.5,25,15,17
1,110,60,45,6.5,25,15,17
1,115,60,45,6.5,25,15,17
1,120,60,45,6.5,25,15,17
1,100,65,50,7.0,15,15,17
1,105,65,50,7.0,15,15,17
1,110,65,50,7.0,15,15,17
1,115,65,50,7.0,15,15,17
1,120,65,50,7.0,15,15,17
1,100,70,55,7.5,20,15,17
1,105,70,55,7.5,20,15,17
1,110,70,55,7.5,20,15,17
1,115,70,55,7.5,20,15,17
1,120,70,55,7.5,20,15,17
1,100,75,60,6.0,25,15,17
1,105,75,60,6.0,25,15,17
1,110,75,60,6.0,25,15,17
1,115,75,60,6.0,25,15,17
1,120,75,60,6.0,25,15,17
1,100,80,40,6.5,15,15,17
1,105,80,40,6.5,15,15,17
1,110,80,40,6.5,15,15,17
1,115,80,40,6.5,15,15,17
1,120,80,40,6.5,15,15,17
1,100,60,50,7.0,20,15,5
1,105,60,50,7.0,20,15,5
1,110,60,50,7.0,20,15,5
1,115,60,50,7.0,20,15,5
1,120,60,50,7.0,20,15,5
1,100,65,55,7.5,25,15,5
1,105,65,55,7.5,25,15,5
1,110,65,55,7.5,25,15,5
1,115,65,55,7.5,25,15,5
1,120,65,55,7.5,25,15,5
1,100,70,60,6.0,15,15,5
1,105,70,60,6.0,15,15,5
1,110,70,60,6.0,15,15,5
1,115,70,60,6.0,15,15,5
1,120,70,60,6.0,15,15,5
1,100,75,40,6.5,20,15,5
1,105,75,40,6.5,20,15,5
1,110,75,40,6.5,20,15,5
1,115,75,40,6.5,20,15,5
1,120,75,40,6.5,20,15,5
1,100,80,45,7.0,25,15,5
1,105,80,45,7.0,25,15,5
1,110,80,45,7.0,25,15,5
1,115,80,45,7.0,25,15,5
1,120,80,45,7.0,25,15,5
1,100,60,55,7.5,15,15,17
1,105,60,55,7.5,15,15,17
1,110,60,55,7.5,15,15,17
1,115,60,55,7.5,15,15,17
1,120,60,55,7.5,15,15,17
1,100,65,60,6.0,20,15,17
1,105,65,60,6.0,20,15,17
1,110,65,60,6.0,20,15,17
1,115,65,60,6.0,20,15,17
1,120,65,60,6.0,20,15,17
1,100,70,40,6.5,25,15,17
1,105,70,40,6.5,25,15,17
1,110,70,40,6.5,25,15,17
1,115,70,40,6.5,25,15,17
1,120,70,40,6.5,25,15,17
1,100,75,45,7.0,15,15,17
1,105,75,45,7.0,15,15,17
1,110,75,45,7.0,15,15,17
1,115,75,45,7.0,15,15,17
1,120,75,45,7.0,15,15,17
1,100,80,50,7.5,20,15,17
1,105,80,50,7.5,20,15,17
1,110,80,50,7.5,20,15,17
1,115,80,50,7.5,20,15,17
1,120,80,50,7.5,20,15,17
1,100,60,60,6.0,25,15,5
1,105,60,60,6.0,25,15,5
1,110,60,60,6.0,25,15,5
1,115,60,60,6.0,25,15,5
1,120,60,60,6.0,25,15,5
1,100,65,40,6.5,15,15,5
1,105,65,40,6.5,15,15,5
1,110,65,40,6.5,15,15,5
1,115,65,40,6.5,15,15,5
